MAL_ID,Name,Score,Genres,English name,,Type,Episodes,Aired,Premiered,,,Studios,Source,,Rating,Ranked,Popularity,,Favorites,Watching,Completed,,Dropped
2025,Darker than Black: Kuro no Keiyakusha,8.12,"Action, Sci-Fi, Mystery, Super Power",Darker than Black,,TV,25,"Apr 6, 2007 to Sep 28, 2007",Spring 2007,,,Bones,Original,,R - 17+ (violence & profanity),389,113,,16381,38961,455508,,22137
2026,Hayate no Gotoku!,7.58,"Action, Harem, Comedy, Parody, Romance, Shounen",Hayate the Combat Butler,,TV,52,"Apr 1, 2007 to Mar 30, 2008",Spring 2007,,,SynergySP,Manga,,PG-13 - Teens 13 or older,1333,766,,1698,14784,96585,,15367
2027,Wind: A Breath of Heart Specials,6.24,"Comedy, Romance, School",Unknown,,Special,4,10-Dec-04,Unknown,,,Unknown,Unknown,,PG-13 - Teens 13 or older,7175,9121,,0,51,1028,,40
2028,Zettai Muteki Raijin-Oh (1992),6.44,"Sci-Fi, Mecha, Shounen",Unknown,,OVA,4,"Sep 30, 1992 to Feb 24, 1993",Unknown,,,Sunrise,Original,,G - All Ages,6258,12212,,1,22,195,,47
2029,Sirius no Densetsu,6.73,"Drama, Fantasy, Romance",The Sea Prince and the Fire Child,,Movie,1,18-Jul-81,Unknown,,,Sanrio,Book,,PG-13 - Teens 13 or older,4741,7033,,15,102,1837,,75
2030,El Cazador de la Bruja,7.24,"Adventure, Drama, Mystery",El Cazador de la Bruja,,TV,26,"Apr 3, 2007 to Sep 25, 2007",Spring 2007,,,Bee Train,Original,,PG-13 - Teens 13 or older,2597,2382,,239,2278,18197,,2867
2031,Shining Tears X Wind,6.52,"Action, Adventure, Fantasy, Magic",Shining Tears X Wind,,TV,13,"Apr 7, 2007 to Jun 30, 2007",Spring 2007,,,Studio Deen,Game,,PG-13 - Teens 13 or older,5776,2928,,74,1446,14829,,1983
2032,Wellber no Monogatari: Sisters of Wellber,6.68,"Action, Adventure, Comedy, Drama, Fantasy, Historical",Unknown,,TV,13,"Apr 4, 2007 to Jun 27, 2007",Spring 2007,,,Trans Arts,Original,,PG-13 - Teens 13 or older,5023,5385,,7,414,2884,,574
2033,Tamala 2010: A Punk Cat in Space,6.18,"Comedy, Dementia, Psychological, Sci-Fi",Tamala 2010:A Punk Cat in Space,,Movie,1,19-Oct-02,Unknown,,,Unknown,Original,,R - 17+ (violence & profanity),7465,5682,,36,163,2838,,124
2034,Lovely★Complex,8.06,"Comedy, Romance, Shoujo",Lovely Complex,,TV,24,"Apr 7, 2007 to Sep 29, 2007",Spring 2007,,,Toei Animation,Manga,,PG-13 - Teens 13 or older,472,299,,8585,18236,284143,,14995
2035,Eikoku Koi Monogatari Emma: Molders-hen,7.87,"Slice of Life, Romance, Historical, Drama, Seinen",Emma:A Victorian Romance Season Two,,TV,12,"Apr 17, 2007 to Jul 3, 2007",Spring 2007,,,Ajia-Do,Manga,,G - All Ages,714,3583,,92,616,12604,,360
2036,Cosmic Baton Girl Comet-san☆,7.15,"Adventure, Comedy, Drama, Magic, Sci-Fi",Unknown,,TV,43,"Apr 1, 2001 to Jan 27, 2002",Spring 2001,,,Nippon Animation,Manga,,G - All Ages,2982,7736,,38,157,1328,,265
2037,Hime-chan no Ribbon,7.44,"Comedy, Fantasy, Magic, Romance, School, Shoujo",Unknown,,TV,61,"Oct 2, 1992 to Dec 3, 1993",Fall 1992,,,Gallop,Manga,,PG - Children,1780,5747,,59,406,2683,,419
2038,Mahou no Star Magical Emi,6.7,"Comedy, Magic, Shoujo, Slice of Life",Unknown,,TV,38,"Jun 7, 1985 to Feb 28, 1986",Summer 1985,,,Studio Pierrot,Original,,G - All Ages,4905,7435,,11,263,1192,,194
2039,Mahou no Yousei Persia,6.63,"Comedy, Magic",Unknown,,TV,48,"Jul 6, 1984 to May 31, 1985",Summer 1984,,,Studio Pierrot,Original,,PG - Children,5268,8612,,9,149,554,,139
2040,Mahou no Angel Sweet Mint,6.37,"Magic, Shoujo",Unknown,,TV,47,"May 2, 1990 to Mar 27, 1991",Spring 1990,,,Production Reed,Original,,G - All Ages,6578,8951,,5,109,352,,149
2041,Ai to Yuuki no Pig Girl Tonde Buurin,6.63,"Parody, Adventure, Fantasy, Magic, Comedy, Romance, School, Shoujo",Super Pig,,TV,51,"Sep 3, 1994 to Aug 26, 1995",Fall 1994,,,Nippon Animation,Manga,,G - All Ages,5237,5193,,44,295,5144,,918
2042,Five Star Stories,6.6,"Action, Drama, Fantasy, Mecha, Sci-Fi",The Five Star Stories,,Movie,1,11-Mar-89,Unknown,,,Sunrise,Manga,,R - 17+ (violence & profanity),5362,4886,,31,240,5114,,85
2043,Cat's Eye,7.18,"Action, Adventure, Comedy, Mystery, Romance",Unknown,,TV,73,"Jul 11, 1983 to Jul 8, 1985",Summer 1983,,,Tokyo Movie Shinsha,Manga,,PG-13 - Teens 13 or older,2837,4222,,66,897,6701,,963
2044,Mahou no Tenshi Creamy Mami,7.13,"Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo",Magical Angel Creamy Mami,,TV,52,"Jul 1, 1983 to Jun 29, 1984",Summer 1983,,,Studio Pierrot,Original,,G - All Ages,3098,4829,,120,976,3302,,535
2045,Mahou no Tenshi Creamy Mami: Eien no Once More,6.24,"Comedy, Fantasy, Magic, Romance, Shoujo",Unknown,,OVA,1,28-Oct-84,Unknown,,,Studio Pierrot,Original,,G - All Ages,7157,10368,,0,40,430,,50
2046,Mahou no Tenshi Creamy Mami: Long Goodbye,6.29,"Comedy, Fantasy, Magic, Romance, Shoujo",Unknown,,OVA,1,15-Jun-85,Unknown,,,Studio Pierrot,Unknown,,G - All Ages,6960,10529,,0,33,400,,49
2047,Ningyo,6.39,Fantasy,Mermaid,,Movie,1,21-Sep-64,Unknown,,,Mushi Production,Unknown,,G - All Ages,6467,7474,,5,41,2603,,53
2048,Kikou Ryohei Mellowlink,7.12,"Action, Mecha, Military, Sci-Fi",Unknown,,OVA,12,"Nov 21, 1988 to Apr 28, 1989",Unknown,,,Sunrise,Original,,PG-13 - Teens 13 or older,3130,5631,,38,379,2650,,158
2049,Kouryuu Densetsu Villgust,6.06,"Action, Adventure, Comedy, Fantasy, Romance",Unknown,,OVA,2,"Jan 21, 1993 to Mar 22, 1993",Unknown,,,animate Film,Game,,PG-13 - Teens 13 or older,7990,9206,,4,46,935,,50
2050,Honoo no Tenkousei,6.68,"Action, Comedy, Martial Arts, Parody, School, Shounen, Sports",Unknown,,OVA,2,21-May-91,Unknown,,,Gainax,Manga,,PG-13 - Teens 13 or older,4996,6367,,13,119,3037,,73
2051,Akai Kiba: Blue Sonnet,6.01,"Action, Drama, Sci-Fi, Shoujo, Super Power",Blue Sonnet,,OVA,5,"Jul 16, 1989 to Jun 25, 1990",Unknown,,,Tatsunoko Production,Manga,,R+ - Mild Nudity,8173,9023,,1,74,805,,99
2052,Nozomi Witches,6.29,"Romance, Sports",Unknown,,OVA,3,"Aug 5, 1992 to Mar 10, 1993",Unknown,,,Group TAC,Manga,,PG-13 - Teens 13 or older,6932,9776,,1,60,484,,58
2053,Capricorn,5.47,"Sci-Fi, Adventure, Comedy, Fantasy, Shounen",Unknown,,OVA,1,5-Apr-91,Unknown,,,Aubec,Manga,,PG-13 - Teens 13 or older,9760,8457,,2,69,1233,,53
2054,Carol,5.17,"Fantasy, Magic, Shoujo",Unknown,,OVA,1,21-Mar-90,Unknown,,,Unknown,Novel,,PG-13 - Teens 13 or older,10348,10146,,2,33,478,,49
2055,Coo: Tooi Umi kara Kita Coo,6.71,"Adventure, Slice of Life, Mystery, Drama",Unknown,,Movie,1,19-Dec-93,Unknown,,,Toei Animation,Novel,,G - All Ages,4856,9203,,4,64,794,,40
2056,Cosmo Police Justy,5.49,"Action, Space, Super Power, Supernatural, Sci-Fi, Shounen",Unknown,,OVA,1,20-Jul-85,Unknown,,,Studio Pierrot,Manga,,PG-13 - Teens 13 or older,9716,8858,,1,42,1167,,46
2057,Ojousama Sousamou,4.88,"Action, Comedy, Mystery, Police",Debutante Detective Corps,,OVA,1,1-Apr-96,Unknown,,,"Gainax, Studio 4°C",Original,,PG-13 - Teens 13 or older,10686,8237,,1,69,1475,,63
2058,Delpower X Bakuhatsu Miracle Genki!,5.48,"Action, Sci-Fi, Comedy, Parody, Mecha, School",Unknown,,OVA,1,21-Dec-86,Unknown,,,Big Bang,Original,,PG-13 - Teens 13 or older,9718,10200,,1,33,629,,42
2059,Mainichi ga Nichiyoubi,6.2,"Comedy, Police, Romance",Unknown,,OVA,6,"Sep 10, 1990 to Oct 25, 1992",Unknown,,,Production I.G,Manga,,R+ - Mild Nudity,7340,9753,,1,57,563,,76
2060,Gall Force 1: Eternal Story,6.47,"Action, Military, Sci-Fi, Adventure, Space, Mecha",Gall Force 1:Eternal Story,,Movie,1,28-Jul-86,Unknown,,,"AIC, Artmic, animate Film",Original,,R+ - Mild Nudity,6062,6325,,15,134,2665,,78
2061,Gall Force 2: Destruction,6.4,"Action, Military, Sci-Fi, Space",Unknown,,OVA,1,21-Nov-87,Unknown,,,"AIC, Artmic, animate Film",Original,,R+ - Mild Nudity,6393,8221,,4,61,1642,,43
2062,Gall Force 3: Stardust War,6.38,"Action, Military, Sci-Fi, Space",Unknown,,OVA,1,2-Nov-88,Unknown,,,"AIC, Artmic, animate Film",Original,,R+ - Mild Nudity,6490,8412,,5,58,1481,,43
2063,Rhea Gall Force,6.29,"Action, Military, Sci-Fi, Mecha",Rhea Gall Force,,OVA,1,21-Mar-89,Unknown,,,"AIC, Artmic, animate Film",Original,,R - 17+ (violence & profanity),6938,8551,,2,69,1225,,45
2064,Gall Force: Chikyuu Shou,6.23,"Action, Military, Sci-Fi, Mecha",Gall Force:Earth Chapter,,OVA,3,"Dec 25, 1989 to Dec 1, 1990",Unknown,,,AIC,Original,,R+ - Mild Nudity,7227,8607,,2,85,1088,,59
2065,Gall Force: New Era,5.78,"Action, Military, Sci-Fi, Space, Mecha",Unknown,,OVA,2,"Dec 1, 1991 to Jan 26, 1992",Unknown,,,AIC,Original,,R+ - Mild Nudity,8897,9098,,0,57,972,,67
2066,Gall Force: The Revolution,6.01,"Action, Military, Sci-Fi, Adventure, Space, Mecha",Unknown,,OVA,4,"Oct 2, 1996 to Mar 21, 1997",Unknown,,,AIC,Original,,R+ - Mild Nudity,8186,9758,,1,50,576,,47
2067,Gekiganger 3: The Movie,6.5,"Action, Comedy, Mecha, Parody, Sci-Fi, Shounen",Gekiganger 3,,OVA,1,21-Feb-98,Unknown,,,Xebec,Original,,PG-13 - Teens 13 or older,5879,7239,,4,54,2512,,47
2068,Sousei Kishi Gaiarth,6.25,"Action, Sci-Fi, Adventure, Fantasy, Mecha",Unknown,,OVA,3,"Apr 22, 1992 to Apr 28, 1993",Unknown,,,"AIC, Studio Kyuuma",Original,,PG-13 - Teens 13 or older,7105,8534,,6,96,910,,77
2069,Onna Senshi Efe & Jira: Gude no Monshou,5.57,"Adventure, Fantasy",Gude Crest:The Emblem of Gude,,Movie,1,23-Jun-90,Unknown,,,J.C.Staff,Light novel,,PG-13 - Teens 13 or older,9478,10401,,0,42,476,,30
2070,Guy: Youma Kakusei,5.55,"Action, Sci-Fi, Hentai, Space",Guy:Double Target,,OVA,2,"Dec 6, 1988 to Jul 15, 1992",Unknown,,,Unknown,Unknown,,Rx - Hentai,Unknown,8968,,2,100,914,,101
2071,Hana yori Dango (Movie),6.37,"Drama, Romance, Shoujo",Hana Yori Dango The Movie,,Movie,1,8-Mar-97,Unknown,,,Unknown,Unknown,,PG-13 - Teens 13 or older,6562,5744,,17,117,4088,,86
2072,Idol Project,5.7,"Adventure, Comedy, Music",Unknown,,OVA,4,"Sep 22, 1995 to Oct 24, 1997",Unknown,,,Studio OX,Unknown,,PG-13 - Teens 13 or older,9170,9286,,3,71,744,,101
2073,Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka,Unknown,"Horror, Shoujo",Unknown,,OVA,6,"Sep 14, 1990 to Mar 8, 1991",Unknown,,,Unknown,Manga,,R - 17+ (violence & profanity),14363,11317,,1,37,158,,39
2074,Kero Kero Chime,6.39,"Adventure, Fantasy, Comedy",Unknown,,TV,30,"Mar 6, 1997 to Sep 25, 1997",Spring 1997,,,Unknown,Manga,,PG-13 - Teens 13 or older,6465,10454,,1,47,305,,93
2075,Kiko-chan Smile,6.39,"Adventure, Comedy, Josei, Slice of Life",Unknown,,TV,51,"Oct 5, 1996 to Sep 27, 1997",Fall 1996,,,"Eiken, Magic Bus",Manga,,PG-13 - Teens 13 or older,6484,10889,,0,47,226,,90
2076,Kindaichi Shounen no Jikenbo,7.98,"Mystery, Shounen",Unknown,,TV,148,"Apr 7, 1997 to Sep 11, 2000",Spring 1997,,,Toei Animation,Manga,,R - 17+ (violence & profanity),562,3514,,196,2477,4931,,1087
2077,Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,7.06,"Mystery, School, Shounen",Unknown,,Movie,1,14-Dec-96,Unknown,,,Toei Animation,Light novel,,PG-13 - Teens 13 or older,3403,8056,,10,89,1366,,62
2078,Landlock,5.56,"Adventure, Fantasy, Sci-Fi",Unknown,,OVA,2,"Jun 21, 1996 to Sep 27, 1996",Unknown,,,Unknown,Unknown,,PG-13 - Teens 13 or older,9515,9055,,0,49,1053,,61
2079,Majuu Senshi Luna Varga,5.86,"Adventure, Comedy, Ecchi, Fantasy, Magic",Unknown,,OVA,4,"Mar 20, 1991 to Sep 20, 1991",Unknown,,,"AIC, Studio Hakk",Light novel,,R+ - Mild Nudity,8642,9697,,1,64,555,,61
2080,Majokko Club Yoningumi: A Kuukan kara no Alien X,5.75,"Action, Parody, Magic, Comedy, Sci-Fi",Unknown,,OVA,1,28-Jul-87,Unknown,,,Studio Pierrot,Original,,PG-13 - Teens 13 or older,9019,10655,,1,35,406,,43
2081,Makeruna! Makendou,5.67,"Magic, Comedy, Shounen",Unknown,,OVA,1,25-Mar-95,Unknown,,,OLM,Game,,R+ - Mild Nudity,9257,10359,,0,36,557,,36
2082,Marriage: Kekkon,5.43,"Romance, Slice of Life",Marriage,,OVA,2,"Mar 23, 1996 to Jun 21, 1996",Unknown,,,Unknown,Visual novel,,PG-13 - Teens 13 or older,9881,9996,,1,47,533,,46
2083,Natsuki Crisis,6.23,"Action, Martial Arts, School",Unknown,,OVA,2,"Feb 23, 1994 to Apr 21, 1994",Unknown,,,Madhouse,Manga,,PG-13 - Teens 13 or older,7211,8459,,0,85,1179,,54
2084,NG Knight Ramune & 40,6.93,"Adventure, Comedy, Fantasy, Mecha, Shounen",Unknown,,TV,38,"Apr 6, 1990 to Jan 4, 1991",Spring 1990,,,Production Reed,Original,,PG-13 - Teens 13 or older,3871,8362,,19,152,850,,150
2085,NG Knight Ramune & 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,6.32,"Adventure, Comedy, Fantasy, Mecha, Shounen",Unknown,,OVA,3,"Jul 21, 1991 to Nov 21, 1991",Unknown,,,Production Reed,Original,,PG-13 - Teens 13 or older,6773,10750,,2,33,337,,47
2086,NG Knight Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,6.37,"Adventure, Fantasy, Comedy, Shounen",Unknown,,OVA,3,"Jun 23, 1993 to Sep 22, 1993",Unknown,,,Production Reed,Original,,PG-13 - Teens 13 or older,6525,10745,,1,35,328,,47
2087,VS Knight Lamune & 40 Fire,6.83,"Action, Comedy, Fantasy, Mecha, Shounen",Unknown,,TV,26,"Apr 3, 1996 to Sep 25, 1996",Spring 1996,,,Production Reed,Original,,PG-13 - Teens 13 or older,4328,8637,,12,140,928,,142
2088,Nora,4.49,"Sci-Fi, Adventure, Space",Unknown,,OVA,1,21-Jan-85,Unknown,,,Unknown,Manga,,PG-13 - Teens 13 or older,10914,9028,,3,51,937,,44
2089,Choujikuu Seiki Orguss,6.52,"Action, Sci-Fi, Adventure, Romance, Mecha",The Super Dimension Century Orguss,,TV,35,"Jul 3, 1983 to Apr 8, 1984",Summer 1983,,,Artland,Original,,PG-13 - Teens 13 or older,5773,6711,,14,265,1199,,186
2090,Choujikuu Seiki Orguss 02,6.73,"Action, Sci-Fi, Adventure, Romance, Mecha",Unknown,,OVA,6,"Dec 5, 1993 to Apr 25, 1995",Unknown,,,J.C.Staff,Original,,PG-13 - Teens 13 or older,4737,7942,,11,83,1317,,78
2091,Oshare Kozou wa Hanamaru,5.65,"Romance, Shoujo",The Fashion Boy is Cool,,OVA,1,23-Apr-93,Unknown,,,Madhouse,Manga,,PG-13 - Teens 13 or older,9290,11072,,0,28,392,,35
2092,Kiss wa Hitomi ni Shite,5.89,"Drama, Romance, Shoujo",Unknown,,OVA,1,27-Aug-93,Unknown,,,Madhouse,Manga,,PG-13 - Teens 13 or older,8549,10537,,2,41,439,,37
2093,Pops,5.48,"Romance, Shoujo, Slice of Life",Unknown,,OVA,1,25-Jun-93,Unknown,,,Madhouse,Manga,,PG-13 - Teens 13 or older,9756,10765,,1,33,375,,38
2094,Relic Armor Legaciam,5.61,"Action, Mecha, Sci-Fi",Unknown,,OVA,1,28-Nov-87,Unknown,,,Unknown,Unknown,,PG-13 - Teens 13 or older,9382,9656,,1,47,780,,37
2095,Salamander,5.92,"Adventure, Sci-Fi",Unknown,,OVA,3,"Feb 25, 1987 to Feb 25, 1989",Unknown,,,Studio Pierrot,Game,,PG-13 - Teens 13 or older,8477,10042,,1,45,473,,61
2096,Sequence,5.56,"Romance, Sci-Fi, Shoujo",Unknown,,OVA,1,18-Mar-92,Unknown,,,Unknown,Manga,,G - All Ages,9546,10776,,0,27,418,,38
2097,Tokumu Sentai Shinesman,6.77,"Action, Comedy, Sci-Fi",Special Duty Combat Unit Shinesman,,OVA,2,"Feb 21, 1996 to Mar 21, 1996",Unknown,,,Production I.G,Manga,,PG-13 - Teens 13 or older,4567,8189,,9,65,1544,,58
2098,"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",7.43,"Ecchi, Slice of Life, Fantasy, Magic, Comedy, Romance, Drama, Shounen",Unknown,,Movie,1,2-Nov-96,Unknown,,,Studio Pierrot,Manga,,R - 17+ (violence & profanity),1796,5684,,20,176,4153,,100
2099,Silent Möbius: The Motion Picture,6.31,"Sci-Fi, Adventure, Supernatural",Unknown,,Movie,1,17-Aug-91,Unknown,,,AIC,Manga,,PG-13 - Teens 13 or older,6803,7224,,3,107,1956,,64
2100,Silent Möbius 2,6.29,"Sci-Fi, Adventure, Demons, Fantasy, Seinen",Unknown,,Movie,1,18-Jul-92,Unknown,,,AIC,Manga,,PG-13 - Teens 13 or older,6938,8158,,2,79,1398,,49
2101,Singles,5.53,"Romance, Shoujo",Unknown,,OVA,1,28-May-93,Unknown,,,Madhouse,Manga,,PG-13 - Teens 13 or older,9589,10548,,1,38,465,,49
2102,Tattoon Master,6.14,"Adventure, Comedy, Slice of Life, Supernatural",Unknown,,OVA,2,"Apr 26, 1996 to Aug 23, 1996",Unknown,,,AIC,Manga,,PG-13 - Teens 13 or older,7621,8254,,3,89,1437,,54
2103,TO-Y,6.18,"Drama, Music, Shounen",Unknown,,OVA,1,1-Oct-87,Unknown,,,Gallop,Manga,,PG-13 - Teens 13 or older,7470,8561,,6,56,1128,,48
2104,Seto no Hanayome,7.75,"Comedy, Parody, Romance, School, Shounen",My Bride is a Mermaid,,TV,26,"Apr 2, 2007 to Oct 1, 2007",Spring 2007,,,Gonzo,Manga,,PG-13 - Teens 13 or older,915,522,,2904,16670,146558,,14985
2105,Touka Gettan,6.56,"Supernatural, Drama, Romance",Unknown,,TV,26,"Apr 3, 2007 to Sep 25, 2007",Spring 2007,,,Studio Deen,Visual novel,,R - 17+ (violence & profanity),5569,3873,,53,1085,4301,,1720
2106,Kiss Dum: Engage Planet,6.6,"Mecha, Military, Sci-Fi",Unknown,,TV,26,"Apr 4, 2007 to Sep 26, 2007",Spring 2007,,,Satelight,Original,,PG-13 - Teens 13 or older,5401,5058,,13,780,2818,,776
2107,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,7.35,"Action, Adventure, Fantasy, Shounen",One Piece The Movie:Episode of Alabasta - The Desert Princess and the Pirates,,Movie,1,3-Mar-07,Unknown,,,Toei Animation,Manga,,PG-13 - Teens 13 or older,2121,2275,,34,482,42484,,318
2108,Rockman.EXE Axess,7.14,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",MegaMan:Axess,,TV,51,"Oct 4, 2003 to Sep 25, 2004",Fall 2003,,,Xebec,Game,,PG - Children,3012,4230,,49,504,9975,,608
2109,Rockman.EXE Stream,7.08,"Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen",Unknown,,TV,51,"Oct 2, 2004 to Sep 24, 2005",Fall 2004,,,Xebec,Game,,PG - Children,3273,5444,,22,377,4574,,276
2110,Rockman.EXE Beast,7.06,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",Unknown,,TV,25,"Oct 1, 2005 to Apr 1, 2006",Fall 2005,,,Xebec,Game,,PG - Children,3409,5743,,17,222,3897,,248
2111,Rockman.EXE Movie: Hikari to Yami no Program,7.21,"Action, Adventure, Game, Kids",Unknown,,Movie,1,12-Mar-05,Unknown,,,Xebec,Unknown,,PG - Children,2712,7236,,9,56,2576,,69
2112,Over Drive,7.59,"Shounen, Sports",Unknown,,TV,26,"Apr 4, 2007 to Sep 26, 2007",Spring 2007,,,Xebec,Manga,,PG-13 - Teens 13 or older,1293,2571,,220,1410,23775,,1505
2113,Tenkuu Senki Shurato,7.23,"Action, Magic, Fantasy, Shounen",Unknown,,TV,38,"Apr 6, 1989 to Jan 25, 1990",Spring 1989,,,Tatsunoko Production,Original,,PG-13 - Teens 13 or older,2636,5177,,54,399,4943,,428
2114,Tenkuu Senki Shurato: Sousei e no Anto,6.48,"Action, Fantasy, Magic, Shounen",Unknown,,OVA,6,"Sep 16, 1991 to Mar 16, 1992",Unknown,,,Tatsunoko Production,Unknown,,PG-13 - Teens 13 or older,6019,9421,,1,63,775,,55
2116,Captain Tsubasa,7.3,"Action, Shounen, Sports",Unknown,,TV,128,"Oct 13, 1983 to Mar 27, 1986",Fall 1983,,,Tsuchida Productions,Manga,,G - All Ages,2320,1879,,462,2028,52195,,3875
2117,Shin Captain Tsubasa,7.14,"Action, Sports, Shounen",Unknown,,OVA,13,"Jul 1, 1989 to Jul 1, 1990",Unknown,,,Nippon Animation,Manga,,G - All Ages,3048,5002,,16,162,7754,,187
2118,Captain Tsubasa: Europe Daikessen,6.9,"Action, Sports, Shounen",Unknown,,Movie,1,13-Jul-85,Unknown,,,Unknown,Unknown,,G - All Ages,4010,6554,,6,80,3801,,91
2119,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,6.75,"Action, Sports, Shounen",Unknown,,Movie,1,21-Dec-85,Unknown,,,Unknown,Unknown,,G - All Ages,4660,7052,,4,72,3055,,93
2120,Captain Tsubasa: Asu ni Mukatte Hashire!,6.7,"Action, Sports, Shounen",Unknown,,Movie,1,15-Mar-86,Unknown,,,Unknown,Unknown,,G - All Ages,4882,7123,,2,62,2970,,91
2121,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,6.82,"Action, Shounen, Sports",Unknown,,Movie,1,12-Jul-86,Unknown,,,Unknown,Unknown,,G - All Ages,4337,7052,,3,72,3040,,88
2122,Captain Tsubasa: Saikyou no Teki! Holland Youth,6.86,"Action, Shounen, Sports",Unknown,,OVA,1,16-Dec-95,Unknown,,,Unknown,Unknown,,G - All Ages,4181,7186,,3,58,2861,,92
2123,Digimon X-Evolution,7.11,"Action, Adventure, Fantasy, Sci-Fi",Unknown,,Movie,1,3-Jan-05,Unknown,,,Toei Animation,Original,,PG - Children,3161,3828,,44,181,14527,,200
2124,Code Geass: Hangyaku no Lelouch Recaps,7.04,"Action, Mecha, Military, School, Super Power",Unknown,,Special,2,"Dec 1, 2006 to Feb 16, 2007",Unknown,,,Sunrise,Original,,PG-13 - Teens 13 or older,3482,2867,,77,499,22189,,483
2125,Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou,7.27,"Action, Adventure, Supernatural, Shounen",Unknown,,OVA,2,"Sep 21, 1994 to Oct 5, 1994",Unknown,,,Studio Pierrot,Manga,,PG-13 - Teens 13 or older,2481,4819,,13,196,6581,,142
2126,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,7.34,"Action, Adventure, Comedy, Supernatural, Shounen",Unknown,,OVA,4,"Dec 16, 1995 to Feb 7, 1996",Unknown,,,Studio Pierrot,Manga,,PG-13 - Teens 13 or older,2151,4804,,17,209,6405,,156
2127,Chouja Raideen,6.31,"Adventure, Mecha, Sci-Fi, Shounen",Unknown,,TV,38,"Oct 2, 1996 to Jun 25, 1997",Fall 1996,,,Sunrise,Unknown,,PG-13 - Teens 13 or older,6800,9057,,5,100,681,,149
2128,Yuusha Raideen,6.55,"Action, Adventure, Mecha, Sci-Fi, Shounen",Unknown,,TV,50,"Apr 4, 1975 to Mar 26, 1976",Spring 1975,,,Sunrise,Original,,PG-13 - Teens 13 or older,5622,8891,,4,129,393,,154
2129,True Tears,7.36,"Drama, Romance, School",True Tears,,TV,13,"Jan 6, 2008 to Mar 30, 2008",Winter 2008,,,P.A. Works,Original,,PG-13 - Teens 13 or older,2086,813,,927,6117,109972,,4074
2130,Kaibutsu Oujo,7.02,"Action, Comedy, Supernatural, Horror, Vampire, Shounen",Princess Resurrection,,TV,25,"Apr 13, 2007 to Sep 28, 2007",Spring 2007,,,Madhouse,Manga,,PG-13 - Teens 13 or older,3564,1846,,221,4507,32069,,4463
2131,Bokusatsu Tenshi Dokuro-chan 2,6.7,"Comedy, Magic, Ecchi",Bludgeoning Angel Dokuro-chan 2,,OVA,2,"Aug 11, 2007 to Nov 10, 2007",Unknown,,,Hal Film Maker,Light novel,,R - 17+ (violence & profanity),4880,1464,,130,1219,79310,,911
2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,7.06,"Comedy, Supernatural, Magic, Romance, Ecchi",Unknown,,Movie,1,21-Apr-07,Unknown,,,Seven Arcs,Light novel,,PG-13 - Teens 13 or older,3393,4060,,10,247,11381,,123
2133,Mari Iyagi,6.25,"Drama, Fantasy, Slice of Life",Unknown,,Movie,1,18-Jan-02,Unknown,,,Unknown,Unknown,,PG - Children,7138,7790,,4,79,1283,,71
2134,Famiresu Senshi Purin,6.33,Hentai,Sex Warrior Pudding,,OVA,3,"May 25, 2004 to Feb 25, 2005",Unknown,,,Unknown,Visual novel,,Rx - Hentai,Unknown,7285,,24,294,1913,,162
2135,"Sora no Iro, Mizu no Iro",7.13,Hentai,"Color of Sky, Color of Water",,OVA,2,"Jul 28, 2006 to Jun 27, 2008",Unknown,,,Himajin Planning,Visual novel,,Rx - Hentai,Unknown,4215,,138,832,9194,,381
2136,Front Innocent: Mou Hitotsu no Lady Innocent,6.87,"Hentai, Historical",Another Lady Innocent,,OVA,1,10-Mar-05,Unknown,,,Arms,Original,,Rx - Hentai,Unknown,4568,,88,456,8854,,230
2137,Haitokuzuma,6.03,Hentai,Insatiable,,OVA,2,"Dec 25, 2005 to Dec 25, 2006",Unknown,,,Unknown,Manga,,Rx - Hentai,Unknown,6919,,30,388,2172,,194
2138,Kage (OVA),6.3,"Action, Martial Arts, Hentai, Historical",Shadow,,OVA,4,"Mar 26, 2004 to Dec 26, 2004",Unknown,,,APPP,Original,,Rx - Hentai,Unknown,6301,,20,292,2175,,214
2139,Kakyuusei 2: Anthology,5.98,"Drama, Harem, Hentai, Romance",Unknown,,OVA,2,"Mar 24, 2006 to Jun 23, 2006",Unknown,,,Unknown,Visual novel,,Rx - Hentai,Unknown,8391,,7,187,945,,130
